window_ts,service,container_cpu_usage_seconds_total,container_cpu_system_seconds_total,container_memory_working_set_bytes,container_memory_rss,container_network_receive_bytes_total,container_network_transmit_packets_total,evt_count,evt_warning,evt_normal,evt_critical_reason
2026-03-03 20:14:58+00:00,adservice,-0.5669603230296187,-0.6173199382927694,0.035281196041499034,0.75023621650888,-0.5951073964045985,-0.5765103521254957,-0.03959585560222751,0.0,-0.03959585560222751,-0.041694004820366705
2026-03-03 20:14:58+00:00,cartservice,-0.25611544148076165,0.0728715196307226,0.020684980477481508,-0.678032010644624,-0.49008033236408594,-0.22570203241522133,-0.03959585560222751,0.0,-0.03959585560222751,-0.041694004820366705
2026-03-03 20:14:58+00:00,checkoutservice,-0.6345370568658099,-0.6142915867340951,-0.42775940791662365,-0.36162044656805736,-0.6290996074204634,-0.5686168602361983,-0.03959585560222751,0.0,-0.03959585560222751,-0.041694004820366705
2026-03-03 20:14:58+00:00,currencyservice,0.4482299258047203,0.15129497203024864,-0.009216134713562772,0.44577592550352324,-0.309377581416812,0.18084894025397089,-0.03959585560222751,0.0,-0.03959585560222751,-0.041694004820366705
2026-03-03 20:14:58+00:00,emailservice,-0.7574247446912188,-0.7654825299325658,-0.7138406434151763,-0.6781523080960068,-0.6506158562046426,-0.698347001906767,-0.03959585560222751,0.0,-0.03959585560222751,-0.041694004820366705
2026-03-03 20:14:58+00:00,frontend,2.1347858107417617,2.3407289279307957,0.7843957319948857,0.505519555436287,1.358536688561086,2.459225862210224,-0.03959585560222751,0.0,-0.03959585560222751,-0.041694004820366705
2026-03-03 20:14:58+00:00,loadgenerator,-0.2442394422459729,-0.34700411106252776,2.583780410296466,-0.6781523080960068,3.876965065780363,0.013382564466041857,10.078309834755201,0.0,10.078309834755201,12.895360062299131
2026-03-03 20:14:58+00:00,paymentservice,-0.7559803036867699,-0.7585776522169615,-0.18325924900974574,0.10049615245546895,-0.6554985278886315,-0.6995166426080371,-0.03959585560222751,0.0,-0.03959585560222751,-0.041694004820366705
2026-03-03 20:14:58+00:00,productcatalogservice,0.5998341545546011,0.6326832166629529,0.22362307533062314,-0.18878906696876216,-0.05987483026536044,0.4024021427082254,-0.03959585560222751,0.0,-0.03959585560222751,-0.041694004820366705
2026-03-03 20:14:58+00:00,recommendationservice,-0.12244890892464659,-0.22250392659666152,0.3927594401081089,1.0350961604785833,-0.1272405092579973,-0.18334620911253066,-0.03959585560222751,0.0,-0.03959585560222751,-0.041694004820366705
2026-03-03 20:14:58+00:00,redis-cart,-0.7052415581923557,-0.6054958808175642,-1.1494433552403742,-0.6767935771078543,-0.5786639018787662,-0.46988847091751496,-0.03959585560222751,0.0,-0.03959585560222751,-0.041694004820366705
2026-03-03 20:14:58+00:00,shippingservice,-0.671303419457271,-0.6374340154299263,-0.6143017979601191,-0.5217291176007296,-0.6201382719620386,-0.6398016035645739,-0.03959585560222751,0.0,-0.03959585560222751,-0.041694004820366705
2026-03-03 20:15:00+00:00,adservice,-0.6162329530732884,-0.6801920293092691,-0.6071861964769733,-0.6780673878081886,-0.5951073964045985,-0.5765103521254957,-0.03959585560222751,0.0,-0.03959585560222751,-0.041694004820366705
2026-03-03 20:15:00+00:00,cartservice,-0.20454981217750648,0.17938418230004843,-0.11132629632178709,-0.6780390936249685,-0.4906941017446658,-0.2287139648911354,-0.03959585560222751,0.0,-0.03959585560222751,-0.041694004820366705
2026-03-03 20:15:00+00:00,checkoutservice,-0.6376809630297204,-0.6030128040662291,-0.3313541615690534,-0.21803195076661983,-0.6242569160715138,-0.5477432563508792,-0.03959585560222751,0.0,-0.03959585560222751,-0.041694004820366705
2026-03-03 20:15:00+00:00,currencyservice,0.4986290741387543,0.19587135001302897,0.05393654946921258,0.44577592550352324,-0.309377581416812,0.18084894025397089,-0.03959585560222751,0.0,-0.03959585560222751,-0.041694004820366705
2026-03-03 20:15:00+00:00,emailservice,-0.7571892237046648,-0.7652464677735299,-0.809334730603256,-0.6781523080960068,-0.6506158562046426,-0.698347001906767,-0.03959585560222751,0.0,-0.03959585560222751,-0.041694004820366705
2026-03-03 20:15:00+00:00,frontend,2.1257032046208106,2.3265320506451004,0.48810545577802233,0.4550369981414338,1.349178900102494,2.4526940067568113,-0.03959585560222751,0.0,-0.03959585560222751,-0.041694004820366705
2026-03-03 20:15:00+00:00,loadgenerator,-0.26120368142031136,-0.3676973410413598,2.5366741470660044,-0.6781523080960068,3.876965065780363,0.013382564466041857,30.31412121547006,0.0,30.31412121547006,25.83241412941863
2026-03-03 20:15:00+00:00,paymentservice,-0.7552047235847891,-0.7612650747417304,-0.0087273055689629,0.9680276590061242,-0.6539878296261157,-0.6950677541580599,-0.03959585560222751,0.0,-0.03959585560222751,-0.041694004820366705
2026-03-03 20:15:00+00:00,productcatalogservice,0.5990064946261643,0.6191002082373515,0.02631667754745805,-0.18878906696876216,-0.05987483026536044,0.4024021427082254,-0.03959585560222751,0.0,-0.03959585560222751,-0.041694004820366705
2026-03-03 20:15:00+00:00,recommendationservice,-0.12127152697527624,-0.2192682995346444,0.25976694089526897,1.0350961604785833,-0.1272405092579973,-0.18334620911253066,-0.03959585560222751,0.0,-0.03959585560222751,-0.041694004820366705
